Domain,Sub_domain,Question,Answer,Explanation (detailed),"Refer to, quote"
금융보안법률,전자금융,"다음 중 전자금융업자가 허가 또는 등록을 받을 수 없는 경우에 해당하지 않는 것은?
1 등록이 말소된 날부터 1년이 지나지 않은 법인
2 허가 또는 등록의 취소가 있은 날부터 3년이 지나지 않은 법인
3 채무자 회생 및 파산에 관한 법률에 따른 회생절차 중에 있는 회사
4 금융거래 등 상거래에 있어서 약정한 기일 내에 채무를 변제한 자",4 금융거래 등 상거래에 있어서 약정한 기일 내에 채무를 변제하지 아니한 자,"전자금융업자가 허가 또는 등록을 받을 수 없는 결격사유는 다음과 같다:
1. 등록이 말소된 날부터 1년이 지나지 않은 법인 및 그 등록이 말소될 당시 그 법인의 대주주였던 자로서 그 말소된 날부터 1년이 지나지 않은 자.
2. 허가 또는 등록의 취소가 있은 날부터 3년이 지나지 않은 법인 및 그 취소 당시 그 법인의 대주주였던 자로서 그 취소가 있은 날부터 3년이 지나지 않은 자.
3. 채무자 회생 및 파산에 관한 법률에 따른 회생절차 중에 있는 회사 및 그 회사의 대주주.
4. 금융거래 등 상거래에 있어서 약정한 기일 내에 채무를 변제하지 아니한 자로서 금융위원회가 정하는 자.",전자금융거래법 제32조 (허가와 등록의 결격사유)
금융보안법률,전자금융,"전자금융거래법 제33조에 따르면, 금융위원회가 허가, 등록 또는 인가를 한 경우, 이를 어떻게 공고해야 하는가?
1 관보에 공고하고 일반인에게 알린다.
2 금융감독원에 보고한다.
3 기획재정부에 보고한다.
4 한국은행에 보고한다.",1 관보에 공고하고 일반인에게 알린다.,"제33조 제3항에 따르면, 금융위원회는 허가, 등록 또는 인가를 한 경우 지체 없이 그 내용을 관보에 공고하고 컴퓨터통신 등을 이용하여 일반인에게 알려야 한다.",전자금융거래법 제33조 제3항
금융보안법률,전자금융,"전자금융거래법 제33조의2에 따르면, 예비허가를 신청할 수 있는 시점은 언제인가?
1 본허가를 받은 후
2 본허가를 받기 전에
3 본허가를 받은 후 1년 이내
4 본허가를 받은 후 6개월 이내",2 본허가를 받기 전에,"제33조의2 제1항에 따르면, 제28조제1항에 따른 허가(본허가)를 받으려는 자는 미리 금융위원회에 예비허가를 신청할 수 있다. 따라서 예비허가는 본허가를 받기 전에 신청할 수 있다.","전자금융거래법 제33조의2 제1항

---"
금융보안법률,전자금융,"전자금융거래법 제33조의2에 따르면, 금융위원회가 예비허가를 받은 자가 본허가를 신청할 때 확인해야 할 사항이 아닌 것은?
1 예비허가 조건 이행 여부
2 본허가 요건 충족 여부
3 예비허가 신청서의 정확성
4 예비허가 조건의 적합성",3 예비허가 신청서의 정확성,"제33조의2 제4항에 따르면, 금융위원회는 예비허가를 받은 자가 본허가를 신청하는 경우, 예비허가 조건 이행 여부와 본허가 요건 충족 여부를 확인한 후 본허가 여부를 결정해야 한다. 예비허가 신청서의 정확성은 확인 사항에 포함되지 않는다.",전자금융거래법 제33조의2 제4항
금융보안법률,전자금융,"전자금융업자가 전자금융거래법 제34조에 따라 등록의 말소를 신청하기 전에 금융위원회에 제출해야 하는 것은 무엇인가?
1 이용자 보호조치 계획
2 신규 사업계획서
3 재무제표
4 감사보고서",1 이용자 보호조치 계획,전자금융업자가 제34조에 따라 등록의 말소를 신청하기 전에 금융위원회에 이용자 보호조치 계획을 제출해야 한다. 이는 이용자 보호를 위한 필수적인 절차이다.,"""법 제34조에 따라 등록의 말소를 신청하고자 하는 전자금융업자는 신청 이전에 이용자 보호조치 계획을 금융위원회에 제출하여야 한다."""
금융보안법률,전자금융,"전자금융거래법 제36조에 따르면, 유사명칭의 사용금지 조항을 위반한 경우 부과될 수 있는 과태료는?
1 1천만원 이하
2 2천만원 이하
3 3천만원 이하
4 5천만원 이하",4 5천만원 이하,"전자금융거래법 제36조를 위반하여 유사명칭을 사용한 경우, 2천만원 이하의 과태료가 부과될 수 있습니다.",전자금융거래법 제36조
금융보안법률,전자금융,"다음 중 가맹점이 준수해야 할 사항으로 옳지 않은 것은?
1 가맹점은 전자화폐등에 의한 거래를 이유로 재화 또는 용역의 제공을 거절할 수 있다.
2 가맹점은 이용자로 하여금 가맹점수수료를 부담하게 하여서는 안 된다.
3 가맹점은 실제 매출금액을 초과하여 전자화폐등에 의한 거래를 하여서는 안 된다.
4 가맹점은 다른 가맹점 이름으로 전자화폐등에 의한 거래를 하여서는 안 된다.",1 가맹점은 전자화폐등에 의한 거래를 이유로 재화 또는 용역의 제공을 거절할 수 있다.,가맹점은 전자화폐등에 의한 거래를 이유로 재화 또는 용역의 제공을 거절하거나 이용자를 불리하게 대우하여서는 안 된다. 따라서 1번은 옳지 않은 사항이다.,전자금융거래법 제37조(가맹점의 준수사항 등) 1
금융보안법률,전자금융,"다음 중 전자금융거래법 제39조의2에 따라 금융위원회가 퇴임한 임원 또는 퇴직한 직원에 대한 조치 내용을 통보할 수 있는 경우는?
1 해당 임원이 재임 중에 법을 위반한 경우
2 해당 임원이 재임 중에 금융회사의 이익을 침해한 경우
3 해당 임원이 재임 중에 제39조제6항제3호 또는 제4호에 해당하는 조치를 받았을 것으로 인정되는 경우
4 해당 임원이 재임 중에 고객 정보를 유출한 경우",3 해당 임원이 재임 중에 제39조제6항제3호 또는 제4호에 해당하는 조치를 받았을 것으로 인정되는 경우,"제39조의2에 따르면, 금융위원회는 금융회사 또는 전자금융업자의 퇴임한 임원 또는 퇴직한 직원이 재임 또는 재직 중이었더라면 제39조제6항제3호 또는 제4호에 해당하는 조치를 받았을 것으로 인정되는 경우에 그 조치의 내용을 해당 금융회사 또는 전자금융업자의 장에게 통보할 수 있다.",전자금융거래법 제39조의2
금융보안법률,전자금융,"전자금융거래법 제39조의2에 따라 금융회사 또는 전자금융업자의 장이 퇴임한 임원 또는 퇴직한 직원에 대한 조치 내용을 통보받은 후 취해야 할 조치는?
1 해당 임직원을 재고용한다.
2 해당 임직원에게 통보하고 그 내용을 기록ㆍ유지한다.
3 해당 임직원을 법적 조치한다.
4 해당 임직원의 퇴직금을 삭감한다.",2 해당 임직원에게 통보하고 그 내용을 기록ㆍ유지한다.,"제39조의2 제2항에 따르면, 금융회사 또는 전자금융업자의 장은 금융위원회로부터 퇴임한 임원 또는 퇴직한 직원에 대한 조치 내용을 통보받은 경우, 이를 해당 임직원에게 통보하고 그 내용을 기록ㆍ유지하여야 한다.",전자금융거래법 제39조의2
금융보안법률,전자금융,"다음 중 전자금융거래와 관련하여 외부주문등에 관한 계약을 체결하거나 변경할 때 금융회사 및 전자금융업자가 준수해야 할 기준을 정하는 기관은 어디인가?
1 금융감독원
2 금융위원회
3 한국은행
4 금융정보분석원",2 금융위원회,전자금융거래와 관련하여 외부주문등에 관한 계약을 체결하거나 변경할 때 금융회사 및 전자금융업자는 전자금융거래의 안전성 및 신뢰성과 금융회사 및 전자금융업자의 건전성을 확보할 수 있도록 금융위원회가 정하는 기준을 준수해야 한다.,"제40조(외부주문등에 대한 감독 및 검사) 1금융회사 및 전자금융업자는 전자금융거래와 관련하여 전자금융보조업자와 제휴, 위탁 또는 외부주문(이하 이 조에서 “외부주문등”이라 한다)에 관한 계약을 체결하거나 변경하는 때(전자금융보조업자가 다른 전자금융보조업자와 외부주문등에 관한 계약을 체결하거나 변경하는 때를 포함한다)에는 전자금융거래의 안전성 및 신뢰성과 금융회사 및 전자금융업자의 건전성을 확보할 수 있도록 금융위원회가 정하는 기준을 준수하여야 한다.

---"
금융보안법률,전자금융,"다음 중 금융감독원장이 전자금융보조업자에 대한 자료 제출을 요구할 수 있는 경우는 언제인가?
1 전자금융거래의 안전성을 평가할 때
2 외부주문등과 관련하여 금융회사 또는 전자금융업자에 대한 검사를 할 때
3 전자금융보조업자의 재무 상태를 점검할 때
4 전자금융보조업자의 내부 통제를 평가할 때",2 외부주문등과 관련하여 금융회사 또는 전자금융업자에 대한 검사를 할 때,금융감독원장은 외부주문등과 관련하여 금융회사 또는 전자금융업자에 대한 검사를 하는 경우에는 금융위원회가 정하는 기준에 따라 전자금융보조업자에 대한 자료 제출을 요구할 수 있다.,제40조(외부주문등에 대한 감독 및 검사) 3금융감독원장은 제1항의 규정에 따른 외부주문등과 관련하여 금융회사 또는 전자금융업자에 대한 검사를 하는 경우에는 금융위원회가 정하는 기준에 따라 그 전자금융보조업자에 대한 자료 제출을 요구할 수 있다.
금융보안법률,전자금융,"다음 중 전자금융업자의 경영지도기준에 해당하지 않는 것은?
1 최소자본금 기준 충족
2 자기자본 비율 20% 이상 유지
3 투자위험성이 높은 자산 비율 10% 이상 유지
4 총자산에서 총부채를 감한 자기자본이 항상 0을 초과",3 투자위험성이 높은 자산 비율 10% 이상 유지,"전자금융업자의 경영지도기준에 따르면, 투자위험성이 낮은 자산의 비율을 유지해야 하며, 투자위험성이 높은 자산 비율을 유지하는 것은 기준에 포함되지 않습니다.","제63조(전자금융업자 경영지도기준) 1 법 제42조제2항에 따른 구체적인 경영지도기준은 다음과 같다.
1. 법 제30조 및 시행령 제17조에 따른 허가나 등록요건 상 최소자본금ㆍ출자총액 또는 기본재산 기준을 항상 충족할 것 
2. 총자산에서 총부채를 감한 자기자본이 항상 0을 초과할 것
3. 미상환잔액 대비 자기자본 비율은 100분의 20 이상일 것(전자화폐 및 선불전자지급수단 발행자에 한한다)
4. 총자산 대비 투자위험성이 낮은 자산의 비율은 100분의 10 이상으로 유지하거나 미정산 잔액 대비 투자위험성이 낮은 자산의 비율을 100분의 100 이상으로 유지할 것. 단, 법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자 및 법 제28조제2항제3호의 규정에 따라 등록을 한 전자금융업자는 제외한다. 이 때 투자위험성이 낮은 자산은 <별표 6>와 같다.<개정 2016. 10. 5.> 
5. 유동성 비율은 다음 각 목과 같이 유지할 것
가. 법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자 : 100분의 60 이상 
나. 법 제28조제2항제3호의 규정에 따라 등록을 한 전자금융업자 : 100분의 50 이상 
다. 그 밖의 등록대상 전자금융업자 : 100분의 40 이상"
금융보안법률,전자금융,"다음 중 전자금융업자가 회계처리를 구분하여야 하는 기준으로 옳은 것은?
1 총자산 대비 부채 비율
2 업무별 회계처리
3 자본금 증액
4 이익배당 제한",2 업무별 회계처리,전자금융업자는 제42조에 따라 업무별로 다른 업무와 구분하여 회계처리를 해야 합니다.,"제64조(경영개선권고) 1 금융위원회는 법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자가 다음 각 호의 어느 하나에 해당되는 경우에는 해당 전자금융업자에 대하여 필요한 조치를 이행하도록 권고하여야 한다.
12. 제42조제1항을 위반하여 제28조제1항 및 제2항의 업무별로 다른 업무와 구분하여 회계처리를 하지 아니한 자"
금융보안법률,전자금융,"금융위원회가 금융회사 또는 전자금융업자의 허가 또는 등록을 취소할 수 있는 사유로 옳지 않은 것은?
1 허위 그 밖의 부정한 방법으로 허가를 받은 경우
2 전자금융거래법 제32조제1호 내지 제5호에 해당하는 경우
3 정당한 사유 없이 6개월 이상 영업을 하지 않은 경우
4 법인의 합병이나 파산으로 영업을 종료한 경우",3 정당한 사유 없이 6개월 이상 영업을 하지 않은 경우,"금융위원회는 금융회사 또는 전자금융업자가 허위 그 밖의 부정한 방법으로 허가를 받거나 등록을 한 경우, 제32조제1호 내지 제5호에 해당하는 경우, 정당한 사유 없이 1년 이상 계속하여 영업을 하지 않은 경우, 법인의 합병이나 파산으로 영업을 종료한 경우에 허가 또는 등록을 취소할 수 있다. 따라서 정당한 사유 없이 6개월 이상 영업을 하지 않은 경우는 허가 또는 등록 취소 사유에 해당하지 않는다.",제43조(허가와 등록의 취소 등) 1금융위원회는 금융회사 또는 전자금융업자가 다음 각 호의 어느 하나에 해당하는 때에는 제28조의 규정에 따른 허가 또는 등록을 취소할 수 있다.
금융보안법률,전자금융,"전자금융거래법 제44조에 따른 청문 절차의 목적은 무엇인가?
1 전자금융거래의 안전성을 높이기 위해
2 전자금융거래의 투명성을 확보하기 위해
3 당사자의 의견을 수렴하기 위해
4 전자금융거래의 효율성을 증대하기 위해","3 당사자의 의견을 수렴하기 위해

###","제44조에 따른 청문 절차는 행정처분을 내리기 전에 당사자의 의견을 수렴하여 공정한 결정을 내리기 위한 것이다. 이는 당사자의 권리를 보호하고, 행정처분의 정당성을 확보하기 위한 절차이다.

###",전자금융거래법 제44조
금융보안법률,전자금융,"전자금융업자가 다른 금융회사와 합병을 하고자 할 때 필요한 금융위원회의 인가 조건으로 옳지 않은 것은?
1 전자금융산업의 효율화와 신용질서의 유지에 지장을 주지 않을 것
2 합병에 따른 영업계획 및 조직운영계획이 적정할 것
3 합병으로 인하여 설립되는 회사가 법 제30조 내지 제32조를 위반하지 않을 것
4 합병 후 존속하는 회사가 법 제45조를 위반하지 않을 것",4 합병 후 존속하는 회사가 법 제45조를 위반하지 않을 것,"전자금융업자가 다른 금융회사와 합병을 하고자 할 때 필요한 금융위원회의 인가 조건은 다음과 같다:
1. 전자금융산업의 효율화와 신용질서의 유지에 지장을 주지 않을 것
2. 합병에 따른 영업계획 및 조직운영계획이 적정할 것
3. 합병으로 인하여 설립되는 회사 또는 합병 후 존속하는 회사 등이 법 제30조 내지 제32조를 위반하지 않을 것
4. 「상법」과 「자본시장과 금융투자업에 관한 법률」, 그 밖의 관계 법령에 따른 절차이행에 하자가 없을 것
따라서 4번 선택지는 옳지 않다.",전자금융거래법 시행령 제45조제1항제1호
금융보안법률,전자금융,"전자금융업자가 해산 또는 전자금융업무의 폐지를 하고자 할 때 필요한 금융위원회의 인가 조건으로 옳지 않은 것은?
1 해당 금융회사의 경영 및 재무상태 등에 비추어 부득이한 사정이 있을 것
2 전자화폐 이용자 및 가맹점 보호와 신용질서유지에 지장을 주지 않을 것
3 「상법」과 「자본시장과 금융투자업에 관한 법률」, 그 밖의 관계 법령에 따른 절차이행에 하자가 없을 것
4 해산 후 존속하는 회사가 법 제45조를 위반하지 않을 것",4 해산 후 존속하는 회사가 법 제45조를 위반하지 않을 것,"전자금융업자가 해산 또는 전자금융업무의 폐지를 하고자 할 때 필요한 금융위원회의 인가 조건은 다음과 같다:
1. 해당 금융회사의 경영 및 재무상태 등에 비추어 부득이한 사정이 있을 것
2. 전자화폐 이용자 및 가맹점 보호와 신용질서유지에 지장을 주지 않을 것
3. 「상법」과 「자본시장과 금융투자업에 관한 법률」, 그 밖의 관계 법령에 따른 절차이행에 하자가 없을 것
따라서 4번 선택지는 옳지 않다.",전자금융거래법 시행령 제45조제1항제2호
금융보안법률,전자금융,"전자금융거래법 제45조의2에 따르면, 금융위원회가 예비허가를 받은 자가 본허가를 신청할 때 확인해야 하는 사항으로 옳은 것은?
1 예비허가 조건의 이행 여부와 본허가 요건 충족 여부
2 예비허가 신청서의 정확성 여부
3 예비허가 신청자의 재정 상태
4 예비허가 신청자의 과거 금융 거래 내역",1 예비허가 조건의 이행 여부와 본허가 요건 충족 여부,"제45조의2 제4항에 따르면, 금융위원회는 예비허가를 받은 자가 본허가를 신청하는 경우, 예비허가 조건의 이행 여부와 본허가 요건을 모두 충족하는지를 확인한 후 본허가 여부를 결정해야 한다.",전자금융거래법 제45조의2 제4항
금융보안법률,전자금융,"전자금융거래법 제45조의2에 따르면, 예비허가에 관한 사항으로 옳지 않은 것은?
1 본인가를 받으려는 자는 미리 금융위원회에 예비허가를 신청할 수 있다.
2 예비허가에 조건을 붙일 수 있다.
3 예비허가를 받은 자는 본허가를 신청할 수 없다.
4 예비허가에 관하여 제33조제1항 및 제2항을 준용한다.",3 예비허가를 받은 자는 본허가를 신청할 수 없다.,"제45조의2 제1항에 따르면, 본허가를 받으려는 자는 미리 금융위원회에 예비허가를 신청할 수 있으며, 제4항에 따르면 예비허가를 받은 자는 본허가를 신청할 수 있다. 따라서 예비허가를 받은 자가 본허가를 신청할 수 없다는 것은 옳지 않다.","전자금융거래법 제45조의2 제1항, 제4항"
금융보안법률,전자금융,"금융위원회가 과오납금을 환급할 때, 환급받을 자가 금융위원회에 납부해야 하는 다른 과징금이 있는 경우 어떻게 처리하는가?
1 환급받을 금액에서 다른 과징금을 차감한다.
2 환급받을 금액을 전액 환급한다.
3 환급받을 금액을 다른 과징금에 충당한다.
4 환급받을 금액을 별도로 보관한다.",3 환급받을 금액을 다른 과징금에 충당한다.,"금융위원회는 과오납금을 환급할 때, 환급받을 자가 금융위원회에 납부해야 하는 다른 과징금이 있으면 환급하는 금액을 그 과징금에 충당할 수 있다. 이는 제46조의2 제2항에 명시되어 있다.",제46조의2 제2항
금융보안법률,전자금융,"금융위원회가 과오납금을 환급할 때, 과징금을 납부한 날의 다음 날부터 환급하는 날까지의 기간에 대해 적용되는 것은?
1 법정 이자율
2 대통령령으로 정하는 가산금 이율
3 시장 금리
4 고정 금리",2 대통령령으로 정하는 가산금 이율,"금융위원회가 과오납금을 환급할 때, 과징금을 납부한 날의 다음 날부터 환급하는 날까지의 기간에 대해 대통령령으로 정하는 가산금 이율을 적용하여 산정한 환급 가산금을 환급받을 자에게 지급하여야 한다. 이는 제46조의2 제3항에 명시되어 있다.",제46조의2 제3항
금융보안법률,전자금융,"다음 중 전자금융거래법 제48조에 따라 금융위원회가 금융감독원장에게 위탁할 수 있는 권한에 해당하지 않는 것은?
1 인증방법에 관한 기준의 설정
2 취약점 분석ㆍ평가 결과의 접수
3 약관의 제정 및 변경 보고의 접수
4 금융위원회에 대한 업무 처리결과 보고",4 금융위원회에 대한 업무 처리결과 보고,"전자금융거래법 제48조에 따르면 금융위원회는 금융감독원장에게 여러 권한을 위탁할 수 있습니다. 그러나 금융위원회에 대한 업무 처리결과 보고는 금융감독원장이 수행해야 하는 의무이지, 금융위원회가 위탁할 수 있는 권한에 해당하지 않습니다.",전자금융거래법 제48조 권한의 위탁
금융보안법률,전자금융,"전자금융거래법 제50조에 따른 양벌규정에 대한 설명으로 옳은 것은?
1 법인의 대표자만 처벌받는다.
2 법인의 대표자와 법인 모두 처벌받을 수 있다.
3 개인의 대리인만 처벌받는다.
4 법인만 처벌받는다.",2 법인의 대표자와 법인 모두 처벌받을 수 있다.,"전자금융거래법 제50조에 따르면, 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 벌금을 부과할 수 있다. 따라서 법인의 대표자와 법인 모두 처벌받을 수 있다.",전자금융거래법 제50조
금융보안법률,전자금융,"다음 중 전자금융거래법 제51조에 따라 2천만원 이하의 과태료가 부과될 수 있는 경우는?
1 제13조제2항을 위반하여 전자자금이체의 지급 효력이 발생하도록 하지 않은 경우
2 제21조제1항을 위반하여 선량한 관리자로서의 주의를 다하지 않은 경우
3 제25조의2제1항을 위반하여 선불충전금을 별도관리하지 않은 경우
4 제36조를 위반하여 전자화폐의 명칭을 사용한 경우",1 제13조제2항을 위반하여 전자자금이체의 지급 효력이 발생하도록 하지 않은 경우,"전자금융거래법 제51조에 따르면, 제13조제2항을 위반하여 전자자금이체의 지급 효력이 발생하도록 하지 않은 경우 2천만원 이하의 과태료가 부과될 수 있다. 다른 선택지들은 5천만원 이하의 과태료 부과 대상이다.",전자금융거래법 제51조
금융보안법률,전자금융,"전자금융거래법 제1조의 목적에 포함되지 않는 것은 무엇인가?
1 전자금융거래의 안전성과 신뢰성을 확보하기 위함
2 전자금융거래의 이용자를 보호하기 위함
3 전자금융거래의 수수료를 낮추기 위함
4 전자금융거래의 원활한 운영을 도모하기 위함",3 전자금융거래의 수수료를 낮추기 위함,"전자금융거래법 제1조는 전자금융거래의 안전성과 신뢰성을 확보하고, 전자금융거래의 이용자를 보호하는 것을 목적으로 한다. 수수료를 낮추는 것은 제1조의 목적에 포함되지 않는다. 따라서 3번이 정답이다.",전자금융거래법 제1조
금융보안법률,전자금융,"전자금융거래법 제2조에 따른 ""전자금융거래""의 정의로 가장 적절한 것은?
1 금융기관이 제공하는 인터넷 뱅킹 서비스
2 금융기관이 제공하는 모바일 뱅킹 서비스
3 금융기관이 제공하는 전자지급결제대행 서비스
4 금융기관이 제공하는 모든 금융 서비스",3 금융기관이 제공하는 전자지급결제대행 서비스,"전자금융거래법 제2조에 따르면 ""전자금융거래""는 전자적 방식으로 금융상품을 거래하거나 금융서비스를 제공받는 것을 의미한다. 전자지급결제대행 서비스는 이러한 전자금융거래의 대표적인 예이다.","전자금융거래법 제2조 정의

---"
금융보안법률,전자금융,"전자금융거래법 제2조에 따른 ""전자금융업자""의 정의로 가장 적절한 것은?
1 금융기관의 전산 시스템을 관리하는 자
2 전자금융거래를 중개하는 자
3 전자금융거래를 제공하는 자
4 금융기관의 보안 시스템을 관리하는 자",3 전자금융거래를 제공하는 자,"전자금융거래법 제2조에 따르면 ""전자금융업자""는 전자금융거래를 제공하는 자를 의미한다. 이는 전자적 방식으로 금융상품을 거래하거나 금융서비스를 제공하는 자를 포함한다.",전자금융거래법 제2조 정의
금융보안법률,전자금융,"전자금융거래법 제3조에 따라 전자금융거래의 적용범위에 포함되는 주체는?
1 금융회사, 전자금융업자, 전자금융보조업자
2 금융회사, 일반 소비자, 전자금융보조업자
3 전자금융업자, 일반 소비자, 전자금융보조업자
4 금융회사, 전자금융업자, 일반 소비자","1 금융회사, 전자금융업자, 전자금융보조업자","전자금융거래법 제3조는 금융회사, 전자금융업자, 전자금융보조업자에 대해 적용되며, 일반 소비자는 포함되지 않습니다.","전자금융거래법 제3조

###"
금융보안법률,전자금융,"전자금융거래를 위하여 사용되는 전자문서에 대하여 적용되는 법률은 무엇인가?
1 「전자서명법」
2 「전자문서 및 전자거래 기본법」
3 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」
4 「금융실명거래 및 비밀보장에 관한 법률」",2 「전자문서 및 전자거래 기본법」,"전자금융거래를 위하여 사용되는 전자문서에 대하여는 「전자문서 및 전자거래 기본법」 제4조부터 제7조까지, 제9조 및 제10조를 적용한다.","전자금융거래법 제5조(전자문서의 사용) 1

---"
금융보안법률,전자금융,"전자금융업자가 거래지시와 관련하여 수신한 전자문서에 대한 설명으로 옳은 것은?
1 모든 전자문서는 하나의 문서로 간주된다.
2 전자문서는 금융회사와 이용자 사이의 계약에 따라 독립적으로 확인된다.
3 전자문서는 각 문서마다 독립된 것으로 본다.
4 전자문서는 확인절차 없이도 유효하다.",3 전자문서는 각 문서마다 독립된 것으로 본다.,"전자금융업자가 거래지시와 관련하여 수신한 전자문서는 각 문서마다 독립된 것으로 본다. 다만, 금융회사 또는 전자금융업자와 이용자 사이에 전자금융거래계약에 따라 확인절차를 거치는 경우에는 그 절차에 따른다.",전자금융거래법 제5조(전자문서의 사용) 2
금융보안법률,전자금융,"다음 중 전자금융거래법 제6조에 따라 접근매체의 사용 및 관리에 대한 설명으로 옳은 것은?
1 접근매체를 양도하거나 양수하는 행위는 허용된다.
2 접근매체를 대가를 수수하면서 대여받는 행위는 허용된다.
3 접근매체를 질권의 목적으로 하는 행위는 허용된다.
4 접근매체를 범죄에 이용할 목적으로 대여받는 행위는 허용되지 않는다.",4 접근매체를 범죄에 이용할 목적으로 대여받는 행위는 허용되지 않는다.,"전자금융거래법 제6조에 따르면 접근매체를 범죄에 이용할 목적으로 대여받는 행위는 허용되지 않는다. 접근매체를 양도하거나 양수하는 행위, 대가를 수수하면서 대여받는 행위, 질권의 목적으로 하는 행위는 모두 금지된다.",전자금융거래법 제6조
금융보안법률,전자금융,"전자금융거래법 제6조에 따라 금융회사가 이용자의 접근매체를 반환할 때 본인 확인을 요청할 수 있는 방법으로 적절한 것은?
1 전화로 본인 확인
2 이메일로 본인 확인
3 신분증 제시 요청
4 서면으로 본인 확인",3 신분증 제시 요청,전자금융거래법 제6조에 따르면 금융회사가 이용자의 접근매체를 반환할 때에는 신분증 제시 요청 등의 방법으로 본인임을 확인할 수 있다.,전자금융거래법 제6조
금융보안법률,전자금융,"다음 중 제6조의2에 따라 불법 광고에 이용된 전화번호의 이용중지를 요청할 수 있는 기관이 아닌 것은?
1 검찰총장
2 경찰청장
3 금융감독원장
4 과학기술정보통신부장관",4 과학기술정보통신부장관,"제6조의2에 따르면 검찰총장, 경찰청장, 금융감독원장이 불법 광고에 이용된 전화번호를 확인한 경우 과학기술정보통신부장관에게 해당 전화번호에 대한 전기통신역무 제공의 중지를 요청할 수 있다. 따라서 과학기술정보통신부장관은 요청을 받는 기관이지 요청을 하는 기관이 아니다.","제6조의2(불법 광고에 이용된 전화번호의 이용중지 등) 1 검찰총장, 경찰청장 또는 금융감독원장(「금융위원회의 설치 등에 관한 법률」 제29조에 따른 금융감독원장을 말한다. 이하 같다)은 제6조제3항제5호에 따른 불법광고에 이용된 전화번호를 확인한 때에는 과학기술정보통신부장관에게 해당 전화번호에 대한 전기통신역무 제공의 중지를 요청할 수 있다. <개정 2017. 7. 26.>

---"
금융보안법률,전자금융,"전자금융거래법 제6조의2에 따라 불법 광고에 이용된 전화번호의 이용중지 요청을 받은 후, 전기통신역무 제공이 중지된 사람은 어떤 절차를 통해 이의신청을 할 수 있는가?
1 과학기술정보통신부장관에게 직접 이의신청
2 전기통신역무 제공의 중지를 요청한 자에게 이의신청
3 법원에 이의신청
4 금융감독원에 이의신청",2 전기통신역무 제공의 중지를 요청한 자에게 이의신청,"제6조의2 제2항에 따르면, 전기통신역무 제공이 중지된 사람은 전기통신역무 제공의 중지를 요청한 자에게 이의신청을 할 수 있다. 이는 검찰총장, 경찰청장 또는 금융감독원장이 될 수 있다.",제6조의2(불법 광고에 이용된 전화번호의 이용중지 등) 2 제1항에 따른 요청으로 전기통신역무 제공이 중지된 사람은 전기통신역무 제공의 중지를 요청한 자에게 이의신청을 할 수 있다.
금융보안법률,전자금융,"전자금융거래에서 오류가 발생한 경우, 금융회사 또는 전자금융업자가 이용자에게 오류의 원인과 처리 결과를 통지하는 방법으로 옳지 않은 것은?
1 문서
2 전화
3 전자 우편
4 대면 통지",4 대면 통지,"전자금융거래에서 오류가 발생한 경우, 금융회사 또는 전자금융업자는 문서, 전화 또는 전자 우편으로 오류의 원인과 처리 결과를 이용자에게 통지해야 한다. 대면 통지는 법적으로 요구되지 않는다.","전자금융거래법 제8조, 제7조의2"
금융보안법률,전자금융,"다음 중 금융회사 또는 전자금융업자가 이용자에게 손해를 배상할 책임이 없는 경우는?
1 접근매체의 위조나 변조로 발생한 사고
2 계약체결 또는 거래지시의 전자적 전송이나 처리 과정에서 발생한 사고
3 전자금융거래를 위한 전자적 장치 또는 정보통신망에 침입하여 발생한 사고
4 이용자의 고의나 중대한 과실로 인해 사고가 발생한 경우",4 이용자의 고의나 중대한 과실로 인해 사고가 발생한 경우,금융회사 또는 전자금융업자는 이용자의 고의나 중대한 과실로 인해 사고가 발생한 경우에는 그 책임의 전부 또는 일부를 이용자가 부담하게 할 수 있다. 이는 전자금융거래법 제9조 제2항에 명시되어 있다.,전자금융거래법 제9조 제2항
